Date,XLU,XLV,DIA,GDX,XLE,XLY,VNQ,XLK,XLF,XLP,FSTA,IHI,XRT,RXI,IYW,VIS,KBE,SIL,FNCL,XAR,FXU,SHY
2020-02-21,70.33000183105469,103.43000030517578,288.87353515625,30.649999618530273,54.13999938964844,130.3000030517578,98.7989501953125,99.44000244140625,30.770000457763672,64.6500015258789,38.32883071899414,272.489990234375,45.79999923706055,125.91000366210938,252.02999877929688,157.2555389404297,45.36000061035156,33.11000061035156,44.0545768737793,116.52999877929688,31.639999389648438,84.90602111816406
2020-02-24,69.51000213623047,100.16999816894531,278.7239990234375,31.049999237060547,51.63999938964844,125.81999969482422,97.4494857788086,95.33000183105469,29.770000457763672,63.15999984741211,37.386234283447266,264.79998779296875,44.16999816894531,121.16000366210938,241.3800048828125,152.52066040039062,43.95000076293945,32.59000015258789,42.689002990722656,113.19000244140625,31.200000762939453,85.04581451416016
2020-02-25,68.05000305175781,97.12999725341797,269.8905029296875,29.969999313354492,49.36000061035156,122.45999908447266,94.8100814819336,92.27999877929688,28.760000228881836,62.02000045776367,36.751224517822266,256.25,42.689998626708984,118.30000305175781,234.8800048828125,146.4429168701172,42.16999816894531,31.75,41.19478988647461,106.52999877929688,30.450000762939453,85.13568878173828
2020-02-26,67.36000061035156,97.12000274658203,268.933349609375,29.8700008392334,47.869998931884766,121.48999786376953,93.78805541992188,92.69999694824219,28.549999237060547,61.66999816894531,36.52302169799805,253.9600067138672,41.709999084472656,117.80999755859375,236.0800018310547,145.01051330566406,41.5099983215332,31.6299991607666,40.84844970703125,105.62000274658203,30.049999237060547,85.19560241699219
2020-02-27,64.33000183105469,93.81999969482422,256.72998046875,28.149999618530273,45.310001373291016,116.58000183105469,88.79700469970703,87.69999694824219,27.329999923706055,59.15999984741211,35.04463577270508,246.41000366210938,40.540000915527344,114.05000305175781,223.24000549316406,139.67880249023438,39.86000061035156,29.6299991607666,39.106849670410156,101.94999694824219,28.81999969482422,85.29544830322266
2020-02-28,62.18000030517578,92.61000061035156,253.7987518310547,26.219999313354492,45.27000045776367,115.83000183105469,86.65373992919922,88.37000274658203,26.59000015258789,57.9900016784668,34.369937896728516,241.50999450683594,40.279998779296875,113.56999969482422,226.22999572753906,138.07730102539062,38.75,27.229999542236328,38.05792999267578,99.9800033569336,27.950000762939453,85.6050033569336
2020-03-02,65.83999633789062,96.94999694824219,266.2314758300781,27.290000915527344,47.099998474121094,119.80999755859375,90.35485076904297,93.4800033569336,27.950000762939453,61.09000015258789,36.17574691772461,251.22000122070312,40.91999816894531,115.91999816894531,236.91000366210938,141.96665954589844,40.470001220703125,28.450000762939453,39.88859176635742,102.75,29.350000381469727,85.56999969482422
2020-03-03,65.02999877929688,94.54000091552734,258.5245666503906,28.68000030517578,45.65999984741211,116.91000366210938,90.14647674560547,89.93000030517578,26.899999618530273,60.2599983215332,35.66972351074219,245.6999969482422,39.9900016784668,113.94000244140625,228.3800048828125,138.49508666992188,38.900001525878906,29.290000915527344,38.49333190917969,101.41000366210938,28.799999237060547,85.91000366210938
2020-03-04,68.72000122070312,99.98999786376953,270.0799255371094,29.1299991607666,46.7400016784668,120.94999694824219,93.54991912841797,93.79000091552734,27.790000915527344,63.220001220703125,37.376312255859375,256.6700134277344,41.0099983215332,117.56999969482422,237.50999450683594,144.2744140625,39.70000076293945,29.5,39.641204833984375,105.70999908447266,30.209999084472656,85.91999816894531
2020-03-05,67.66000366210938,97.66999816894531,260.6781005859375,29.81999969482422,45.029998779296875,116.44000244140625,91.54556274414062,90.83000183105469,26.450000762939453,62.029998779296875,36.7115364074707,248.72999572753906,39.56999969482422,113.08999633789062,230.02999877929688,137.51031494140625,37.790000915527344,29.790000915527344,37.86991500854492,99.68000030517578,29.469999313354492,86.0999984741211
2020-03-06,67.11000061035156,97.1500015258789,258.075927734375,29.40999984741211,42.5,114.6500015258789,89.9678726196289,88.91000366210938,25.549999237060547,61.540000915527344,36.433719635009766,246.3000030517578,39.130001068115234,111.80000305175781,224.67999267578125,135.80934143066406,36.279998779296875,29.1299991607666,36.66267013549805,97.58000183105469,29.229999542236328,86.19999694824219
2020-03-09,63.459999084472656,92.0999984741211,238.00613403320312,27.309999465942383,33.939998626708984,107.43000030517578,83.03199768066406,82.16000366210938,22.809999465942383,58.86000061035156,34.72713088989258,231.10000610351562,37.0099983215332,104.68000030517578,207.85000610351562,123.43499755859375,30.940000534057617,27.010000228881836,32.5362663269043,88.68000030517578,27.25,86.66999816894531
2020-03-10,64.05000305175781,95.26000213623047,249.7209930419922,27.489999771118164,35.54999923706055,113.37000274658203,86.54000091552734,87.63999938964844,24.149999618530273,60.54999923706055,35.808631896972656,241.16000366210938,37.66999816894531,109.19000244140625,220.5800018310547,129.6300048828125,32.959999084472656,27.440000534057617,34.42629623413086,92.11000061035156,27.969999313354492,86.29000091552734
2020-03-11,60.83000183105469,91.62000274658203,235.13473510742188,25.170000076293945,33.66999816894531,107.16999816894531,81.33999633789062,83.5,22.84000015258789,57.58000183105469,34.00282287597656,230.38999938964844,34.970001220703125,103.4800033569336,209.8300018310547,121.76000213623047,30.709999084472656,25.6200008392334,32.417518615722656,85.48999786376953,26.739999771118164,86.19000244140625
2020-03-12,54.689998626708984,84.77999877929688,211.4757080078125,22.309999465942383,29.469999313354492,96.33999633789062,73.0999984741211,75.3499984741211,20.3700008392334,52.16999816894531,30.768238067626953,214.80999755859375,30.65999984741211,92.51000213623047,189.02000427246094,109.1500015258789,27.989999771118164,22.450000762939453,28.894737243652344,75.5999984741211,24.110000610351562,86.16999816894531
2020-03-13,57.66999816894531,90.66000366210938,231.4158935546875,19.0,32.189998626708984,102.30000305175781,79.4800033569336,84.19000244140625,23.049999237060547,56.61000061035156,33.26858901977539,226.33999633789062,32.7400016784668,97.5,210.3699951171875,117.44000244140625,31.229999542236328,18.610000610351562,32.48678970336914,80.62999725341797,25.530000686645508,86.27999877929688
2020-03-16,51.119998931884766,81.72000122070312,201.8844757080078,22.489999771118164,27.809999465942383,89.33999633789062,65.38999938964844,72.55999755859375,19.889999389648438,52.77000045776367,31.05597496032715,202.41000366210938,28.65999984741211,85.61000061035156,181.7100067138672,103.9800033569336,27.200000762939453,21.030000686645508,28.192157745361328,69.9000015258789,22.829999923706055,86.41999816894531
2020-03-17,57.65999984741211,86.8499984741211,212.83163452148438,25.5,28.0,92.77999877929688,69.16999816894531,77.5,20.969999313354492,57.220001220703125,33.50672149658203,212.2899932861328,30.139999389648438,88.55999755859375,194.1300048828125,107.94999694824219,28.729999542236328,23.329999923706055,29.468673706054688,73.48999786376953,25.190000534057617,86.22000122070312
2020-03-18,55.150001525878906,83.97000122070312,198.79373168945312,19.68000030517578,23.979999542236328,87.44999694824219,62.59000015258789,74.58000183105469,19.190000534057617,55.75,32.60381317138672,207.47999572753906,27.75,82.77999877929688,187.6300048828125,99.41000366210938,25.540000915527344,20.530000686645508,26.935434341430664,66.45999908447266,23.559999465942383,86.11000061035156
2020-03-19,51.939998626708984,82.25,200.70799255371094,21.270000457763672,25.610000610351562,90.5,62.810001373291016,74.8499984741211,19.610000610351562,53.88999938964844,31.562000274658203,205.0800018310547,29.270000457763672,85.04000091552734,189.4600067138672,100.7300033569336,27.190000534057617,20.5,27.44999885559082,68.3499984741211,23.239999771118164,86.26000213623047
